"_id","project_name","beneficiary_name","total_amount","eu_cofinancing_amount","total_amount_eligible","eu_cofinancing_amount_eligible","amount","amount_kind","approval_date","beneficiary_address","beneficiary_city","beneficiary_country","beneficiary_country_code","beneficiary_county","beneficiary_id","beneficiary_nuts_code","beneficiary_nuts_region","beneficiary_person","beneficiary_postal_code","beneficiary_url","cci_program_code","completion_date","currency","eu_cofinancing_rate","final_payment_date","first_payment_date","fund_acronym","funding_period","management_authority","member_state_amount","operational_programme","priority_label","priority_number","project_description","project_status","source","starting_date","theme_code","theme_name","third_party_amount","total_amount_applied"
4131,Opracowanie i produkcyjne wdrożenie specjalistycznego szkła dla upraw szklarniowych.,D.A. Glass - Teodora Doros,13504919.02,6450233.5,,,1617891.7029484764,eu_cofinancing_amount,,"","",POLSKA,PL,"",Da doros glass teodora,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4132,"Przebudowa i rozbudowa budynku Miejskiego Ośrodka Kultury, Sportu i Rekreacji w Chojnowie przy ul. Małachowskiego 7",Gmina Miejska Chojnów,8936146.01,6448960.86,,,1617572.490675488,eu_cofinancing_amount,,"","",POLSKA,PL,"",Chojnow gmina miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4133,Podniesienie bezpieczeństwa diagnostyki obrazowej poprzez unowocześnienie aparatury medycznej w Zakładzie Radiologii USK w Białymstoku.,Uniwersytecki Szpital Kliniczny w Białymstoku,7691386.97,6442956.62,,,1616066.4661139722,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialymstoku kliniczny szpital uniwersytecki w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4134,Platforma usług elektronicznych Uniwersytetu Warszawskiego dla społeczności regionu,Uniwersytet Warszawski,7755119.85,6440285.06,,,1615396.36715431,eu_cofinancing_amount,,"","",POLSKA,PL,"",Uniwersytet warszawski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4135,Modernizacja oczyszczalni ścieków i budowa kanalizacji sanitarnej w gminie Baranów Sandomierski,Gmina Baranów Sandomierski,10603134.72,6438081.01,,,1614843.5322518395,eu_cofinancing_amount,,"","",POLSKA,PL,"",Baranow gmina sandomierski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4136,"Rozbudowa i modernizacja oczyszczalni ścieków w miejscowości Baranowo i budowa sieci kanalizacji sanitarnej dla msc. Baranowo, Orzoł, Budne- Sowięta, Czerwińskie, Oborczyska, Czarnotrzew, Lipowy Las, Orzołek.",Gmina Baranowo,9484182.08,6437842.62,,,1614783.7376408281,eu_cofinancing_amount,,"","",POLSKA,PL,"",Baranowo gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4137,Uzbrojenie terenów usługowych przy ul. Towarowej w Mragowie.,Gmina Miasto Mrągowo,8012712.63,6437182.01,,,1614618.0389203269,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto mragowo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4138,Rozbudowa systemu odbioru ścieków i zaopatrzenia mieszkańców w wodę pitną w miejscowości Grybów,Miasto Grybów,12092017.55,6436579.31,,,1614466.8655822815,eu_cofinancing_amount,,"","",POLSKA,PL,"",Grybow miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4139,Zakup aparatury medycznej wraz z ucyfrowieniem Zakładu Diagnostyki Obrazowej 1 Szpitala Wojskowego z Przychodnią SP ZOZ w Lublinie.,"1 Szpital Wojskowy z Przychodnią Samodzielny Publiczny Zakład Opieki Zdrowotnej w Lublinie",7572380.0,6436523.0,,,1614452.7415227736,eu_cofinancing_amount,,"","",POLSKA,PL,"","1 lublinie opieki przychodnia publiczny samodzielny szpital w wojskowy z zaklad zdrowotnej",PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4140,Przygotowanie terenów pod utworzenie Centrum Dystrybucji i Przetwórstwa Rolnego,Gmina Przytyk,7890433.34,6431318.54,,,1613147.3232534463,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina przytyk,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4141,Rozbudowa infrastruktury informatycznej Uniwersytetu Opolskiego do wdrożenia platformy e-learningowej i kompleksowego systemu obsługi studiów,Uniwersytet Opolski,7565455.86,6430637.48,,,1612976.4951240134,eu_cofinancing_amount,,"","",POLSKA,PL,"",Opolski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4142,Restytucja kluczowych elementów ekosystemu Zatoki Puckiej wewnętrznej,Zwiazek Miedzygminny Zatoki Puckiej,7682163.8,6424690.6,,,1611484.8579901904,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miedzygminny puckiej zatoki zwiazek,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4143,IdeaLab - program wsparcia innowacyjnych przedsięwzięć biznesowych,IDEALAB VENTURE CAPITAL Spółka z ograniczoną odpowiedzialnością,7999380.1,6424506.69,,,1611438.7284255645,eu_cofinancing_amount,,"","",POLSKA,PL,"",Capital idealab odpowiedzialnoscia ograniczona spolka venture z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4144,Przeprowadzenie prac badawczo - rozwojowych oraz wdrożenie ich wyników do produkcji w firmie Linter Sp. z o.o.,Linter S.A.,18577670,6421112.5,,,1610587.3744646218,eu_cofinancing_amount,,"","",POLSKA,PL,"",Linter sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4145,SeaSide - Developing excellent cultural destinations in the southern Baltic area,Hanseatic City of Rostock,7897648.46,6419739.34,,,1610242.9490774137,eu_cofinancing_amount,,"","",POLSKA,PL,"",City hanseatic of rostock,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4146,SilesiaNet - budowa społeczeństwa informacyjnego w subregionie centralnym województwa śląskiego: Miasto Gliwice,Miasto Gliwice,7607458.69,6416129.61,,,1609337.531898813,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gliwice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4147,Rewitalizacja Starego Miasta w Nowym Miasteczku,Gmina Nowe Miasteczko,13270070.15,6413230.23,,,1608610.289567866,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasteczko nowe,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4148,Remont i konserwacja zabytkowego zespołu sakralnego w Zwoleniu wraz z adaptacją starej plebani dla potrzeb Centrum Regionalnego przy Nekropolii Jana Kochanowskiego,Parafia Rzymsko - Katolicka Podwyższenia Krzyża Świętego w Zwoleniu,7903376.21,6411982.83,,,1608297.4081643852,eu_cofinancing_amount,,"","",POLSKA,PL,"",Katolicka krzyza parafia podwyzszenia rzymsko swietego w zwoleniu,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4149,Odnowa funkcji publicznych zdegradowanych terenów uzdrowiskowych w Ciechocinku,Gmina Miejska Ciechocinek,14908831.94,6411133.14,,,1608084.2831044819,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ciechocinek gmina miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4150,Uzbrojenie terenów inwestycyjnych Pustków Gmina Debica,Gmina Dębica,7737807.0,6408979.28,,,1607544.0372012423,eu_cofinancing_amount,,"","",POLSKA,PL,"",Debica gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4151,Rozwój potencjału B+R Centrum Badawczo-Rozwojowego EPAR Sp. zo.o.,Centrum Badawczo - Rozwojowe EPAR Spółka z ograniczoną odpowiedzialnością,15461539.11,6408757.07,,,1607488.3009685443,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badawczo centrum epar odpowiedzialnoscia ograniczona rozwojowe spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4152,Integracja transportu kolejowego z transportem zbiorowym lub prywatnym w m. Bochnia,Gmina Miasta Bochnia,9219784.6,6408701.14,,,1607474.2722232367,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bochnia gmina miasta,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4153,Wsparcie zarządzania i wdrażania w 2011 roku,Województwo Lubuskie,7538596.21,6407806.72,,,1607249.9276786633,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubuskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4154,Transgraniczny Asystent ds. Marketingu Niemcy – Polska,bbw Bildungszentrum Frankfurt (Oder) GmbH,9336103.84,6403633.6,,,1606203.1971652007,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bbw bildungszentrum frankfurt gmbh,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4155,Wsparcie promocji rozwoju markowych produktów dla przedsiębiorców Województwa Kujawsko - Pomorskiego,Samorząd Województwa Kujawsko-Pomorskiego,9554620.9,6399058.22,,,1605055.5690460268,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kujawsko pomorskiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4156,Budowa zakładu do produkcji kolektorów słonecznych w SUNEX Sp. z o.o.,SUNEX Sp. z o.o.,15785399.9,6398975.56,,,1605034.8356992162,eu_cofinancing_amount,,"","",POLSKA,PL,"",Oo sp sunex z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4157,"Wspieranie działalności innowacyjnej w obszarze medycyny, nano- i bio- technologii, chemii, OZE także w powiązaniu z elektroniką i IT, przez Promyk Zdrowia Sp. z o.o.",Promyk Zdrowia Spółka z ograniczoną odpowiedzialnością,8603475.0,6398379.25,,,1604885.265144695,eu_cofinancing_amount,,"","",POLSKA,PL,"",Odpowiedzialnoscia ograniczona promyk spolka z zdrowia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4158,Przebudowa drogi wojewódzkiej nr 323 w Lesznie na odcinku od Al. Konstytucji 3 Maja (DK5) do granicy administracyjnej miasta,Miasto Leszno,14368770.32,6396933.05,,,1604522.519364902,eu_cofinancing_amount,,"","",POLSKA,PL,"",Leszno miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4159,Wdrożenie innowacyjnej technologii do produkcji rolet okiennych przez Aluprof S.A.,ALUPROF S.A.,19730322.37,6395833.08,,,1604246.6173628285,eu_cofinancing_amount,,"","",POLSKA,PL,"",Aluprof sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4160,Poprawa jakości świadczonych usług medycznych w powiecie śremskim poprzez rozbudowę i modernizację szpitala,Szpital w Śremie,8623194.55,6392395.9,,,1603384.4803559217,eu_cofinancing_amount,,"","",POLSKA,PL,"",Sremie szpital w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4161,Rekonstrukcja Pocysterskiego Zespołu Klasztorno - Pałacowego w Rudach - Etap II,Diecezja Gliwicka,7535933.49,6388964.41,,,1602523.7705537493,eu_cofinancing_amount,,"","",POLSKA,PL,"",Diecezja gliwicka,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4162,Przebudowa i rozbudowa kompleksu PWSZ im. Jana Grodka w Sanoku o centrum sportowo - dydaktyczne,Państwowa Wyższa Szkoła Zawodowa im. Jana Grodka w Sanoku,15934805.84,6386643.25,,,1601941.56131974,eu_cofinancing_amount,,"","",POLSKA,PL,"",Grodka im jana panstwowa sanoku szkola w wyzsza zawodowa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4163,Poprawa jakości leczenia poprzez rozbudowę i modernizację Szpitala im. dr J. Dietla w Krynicy Zdroju,Samodzielny Publiczny Zakład Opieki Zdrowotnej Szpital im. dr J. Dietla w Krynicy Zdroju,12901066.04,6385079.29,,,1601549.2781709605,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dietla dr im j krynicy opieki publiczny samodzielny szpital w zaklad zdroju zdrowotnej,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4164,Analiza efektów wykorzystania toru w jądrowym reaktorze energetycznym,Narodowe Centrum Badań Jądrowych,7510686.0,6384083.1,,,1601299.4069786137,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum jadrowych narodowe,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4165,Lokalny Program Rewitalizacji Włocławka -Zagospodarowanie Włocławskich Bulwarów,Gmina Miasto Włocławek,12510941.86,6382157.19,,,1600816.3370541488,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto wloclawek,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4166,Budowa bloku operacyjnego z trzema salami operacyjnymi i niezbędnym zapleczem w Szpitalu Powiatowym w Limanowej.,Szpital Powiatowy,11160883.26,6380676.96,,,1600445.0556369016,eu_cofinancing_amount,,"","",POLSKA,PL,"",Powiatowy szpital,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4167,Budowa obwodnicy miasta Kluczborka od drogi krajowej nr 45 w Kuniowie do ul.Fabrycznej w Kluczborku,Gmina Kluczbork,10325590.07,6380221.04,,,1600330.6986628156,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina kluczbork,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4168,"""Rewitalizacja ul. Odrodzenia i ul. Kolejowej w Lubinie - przebudowa infrastruktury komunalnej i drogowej""",Gmina Miejska Lubin,12670886.15,6378949.28,,,1600011.7071174488,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina lubin miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4169,"""Rozbudowa i modernizacja infrastruktury techniczno-komunikacyjnej lokalnego transportu publicznego w Nowym Sączu wraz z wymianą taboru autobusowego""",Miejskie Przedsiębiorstwo Komunikacyjne Sp. z o.o.,13279033.34,6376582.27,,,1599417.9974727056,eu_cofinancing_amount,,"","",POLSKA,PL,"",Komunikacyjne miejskie oo przedsiebiorstwo sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4170,Zagospodarowanie terenu wokół Radiostacji w Gliwicach - zadanie w ramach projektu Rewitalizacja Radiostacji Gliwice EU,Miasto Gliwice,7562244.43,6375909.15,,,1599249.160908403,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gliwice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4171,Budowa systemu kanalizacji deszczowej w północnej części Żukowa,Gmina Żukowo,9349986.32,6375675.87,,,1599190.6480225574,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina zukowo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4172,"Budowa północno -zachodniej obwodnicy miasta Opoczno dla dróg: krajowej nr 12, wojewódzkiej nr 726 w ciągach ulic: Przemysłowej nr 3133E i Świerkowej nr 3132E.",Gmina Opoczno,8524637.92,6375654.73,,,1599185.3455431045,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina opoczno,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4173,Wzrost jakości i dostępności świadczeń zdrowotnych 10 WSK z Polikliniką SPZOZ w Bydgoszczy poprzez zakup sprzętu medycznego dla intensywnej terapii.,"10 Wojskowy Szpital Kliniczny z Polikliniką",13897579.22,6373583.39,,,1598665.7978709177,eu_cofinancing_amount,,"","",POLSKA,PL,"","10 kliniczny poliklinika szpital wojskowy z",PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4174,South Baltic Offshore Wind Energy Regions,Rostock Business and Technology Development mbH,8049534.55,6373248.8,,,1598581.8737176466,eu_cofinancing_amount,,"","",POLSKA,PL,"",And business development mbh rostock technology,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4175,Budowa hali sportowej przy Liceum Ogólnokształcącym im. M. Dąbrowskiej w Żurominie,Powiat Żuromiński,7500717.88,6373060.2,,,1598534.5677751289,eu_cofinancing_amount,,"","",POLSKA,PL,"",Powiat zurominski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4176,Rekultywacja 15 składowisk odpadów komunalnych zlokalizowanych na obszarze działania Zakładu Zagospodarowania Odpadów w Nowym Dworze.,Gmina Miejska Chojnice,9160065.76,6370861.23,,,1597983.0070730192,eu_cofinancing_amount,,"","",POLSKA,PL,"",Chojnice gmina miejska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4177,Budowa hali widowiskowo-sportowej przy Zespole Szkół Ogólnokształcących w Dorohusku oraz termomodernizacja budynku Zespołu Szkół Ogólnokształcących w Dorohusku,Gmina Dorohusk,8971456.47,6369686.59,,,1597688.3758306073,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dorohusk gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4178,Budowa i wyposażenie przyszkolnego obiektu sportowego w Gimnazjum nr 1 w Żywcu,Gmina Żywiec,8515340.87,6367682.2,,,1597185.6210155338,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina zywiec,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4179,"Rewitalizacja Ośrodka pod Buczem w Górkach Wielkich - etap I, część 1",Gmina Brenna,7490926.0,6367287.1,,,1597086.5193300159,eu_cofinancing_amount,,"","",POLSKA,PL,"",Brenna gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4180,Opracowanie i wdrożenie do produkcji małego samolotu odrzutowego klasy Business Jet PKWiU 30.30.33,Metal-Master Sylwia Ładzińska,13983870.48,6365650.0,,,1596675.8907059673,eu_cofinancing_amount,,"","",POLSKA,PL,"",Ladzinska master metal sylwia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4181,Opracowanie i wdrożenie technologii produkcji stopu ciężkiego – kompozytu wolframowego.,Mesko S.A.,18417740.45,6363853.41,,,1596225.2577087895,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mesko sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4230,"Budowa farmy wiatrowej składającej się z dwóch elektrowni o łącznej mocy 1,6 MW na terenie Gminy Sławno",Mejpol Spółka z ograniczoną odpowiedzialnością,11355270.1,6274000.0,,,1573687.610580104,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mejpol odpowiedzialnoscia ograniczona spolka z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4182,"Utworzenie nowego produktu turystycznego obejmującego bazę noclegową (obiekt hotelowo-konferencyjny), bazę gastronomiczną (restauracja) oraz wypożyczalnię sprzętu rekreacyjnego i do organizowania imprez plenerowych.",Kępczyński Paweł,17959333.26,6362710.97,,,1595938.70309071,eu_cofinancing_amount,,"","",POLSKA,PL,"",Kepczynski pawel,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4183,Wdrożenie nowej technologii produkcji elementów budowlanych tworzących System Stropowy STROPEX,"P.P.H.U. Stropex Sp. Jawna Renata Bruzi, Krzysztof Bruzi",18300000,6355875.0,,,1594224.0583193845,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bruzi jawna krzysztof pphu renata sp stropex,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4184,Zakup innowacyjnej linii pralniczej wykonującej całościowe procesy produkcyjno-technologiczne.,"Przedsiębiorstwo Handlowo -Usługowe ""HOLLYWOOD"" Adam Konieczkowski, Renata Konieczkowska Spółka Jawna",14950000,6353750.0,,,1593691.0512788228,eu_cofinancing_amount,,"","",POLSKA,PL,"",Adam handlowo hollywood jawna konieczkowska konieczkowski przedsiebiorstwo renata spolka uslugowe,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4185,Opracowanie i wdrożenie wzoru użytkowego uniwersalnego pustaka wykonanego technologią wibroprasowaną,JADAR Sp. z o.o.,18245100,6353750.0,,,1593691.0512788228,eu_cofinancing_amount,,"","",POLSKA,PL,"",Jadar oo sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4186,"""Innowacyjna technologia kompleksowej obsługi masowej korespondencji - Poczta Hybrydowa""",Inforsys S.A.,15042173.77,6352258.34,,,1593316.9029107646,eu_cofinancing_amount,,"","",POLSKA,PL,"",Inforsys sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4187,Uruchomienie produkcji innowacyjnych wyrobów chemii motoryzacyjnej zawierających nanokompozyty.,"""Organika-CAR"" S.A.",13446470,6351795.0,,,1593200.6848015063,eu_cofinancing_amount,,"","",POLSKA,PL,"",Car organika sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4188,Rozbudowa firmy SUPERBET w oparciu o innowacyjną technologię produkcji.,SUPERBET J. Zawadzki i Wspólnicy Sp.J.,16787426.88,6350473.59,,,1592869.2397034036,eu_cofinancing_amount,,"","",POLSKA,PL,"",I j spj superbet wspolnicy zawadzki,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4189,Rozwój Gardian Częstochowa Sp. z o.o. poprzez wdrożenie innowacyjnej technologii produkcji szkła.,Guardian Częstochowa Sp. z o.o.,18667033,6346791.22,,,1591945.6024629555,eu_cofinancing_amount,,"","",POLSKA,PL,"",Czestochowa guardian oo sp z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4190,Uzbrojenie terenów inwestycyjnych w gminie Rząśnia,Gmina Rząśnia,10676080.86,6344717.97,,,1591425.5757114994,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina rzasnia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4191,Rozbudowa ulic usprawniających powiązania komunikacyjne miasta Kielce - rozbudowa ul. 1 Maja wraz z budową Mostu Herbskiego (po uprzedniej rozbiórce) oraz rozbudową skrzyżowań i przyległych ulic.,Miasto Kielce-Miejski Zarząd Dróg w Kielcach,14055471.13,6342335.83,,,1590828.0710566274,eu_cofinancing_amount,,"","",POLSKA,PL,"",Drog kielcach kielce miasto miejski w zarzad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4192,"Budowa zbiorczej oczyszczalni ścieków w Krzemiennej wraz z kanalizacją sanitarną w aglomeracji Krzemienna - Etap I - Dydnia, Krzemienna",Gmina Dydnia,12897470.13,6340334.72,,,1590326.1389535978,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dydnia gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4193,"""Ochrona dziedzictwa kulturowego w Muzeum Początków Państwa Polskiego w Gnieźnie – I etap”",Muzeum Początków Państwa Polskiego w Gnieźnie,11567362.4,6336713.62,,,1589417.8698737966,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gnieznie muzeum panstwa poczatkow polskiego w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4194,"Chwyć swój promyk słońca - wspólny projekt instalacji kolektorów słonecznych dla Pływalni Miejskiej, Komendy Powiatowej Policji, Komendy Powiatowej Państwowej Straży Pożarnej, oraz mieszkańców Gminy Pułtusk",Gmina Pułtusk,9122652.01,6333555.77,,,1588625.796328838,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina pultusk,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4195,Wzrost zabezpieczenia ludności i środowiska województwa podlaskiego przed pożarami i skutkami katastrof ekologicznych dzięki doposażeniu straży pożarnej w nowoczesny sprzęt ratowniczo - gaśniczy,Komenda Wojewódzka Państwowej Straży Pożarnej w Białymstoku,7648650.3,6333506.95,,,1588613.5509623815,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bialymstoku komenda panstwowej pozarnej strazy w wojewodzka,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4196,Zabezpieczenie energetyczne i cieplne Gminy Daszyna na bazie energii odnawialnej,Gmina Daszyna,9857128.61,6326429.72,,,1586838.391707006,eu_cofinancing_amount,,"","",POLSKA,PL,"",Daszyna gmina,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4197,Analiza możliwości pozyskiwania uranu dla energetyki jądrowej z zasobów krajowych,Instytut Chemii i Techniki Jądrowej,7441042.61,6324886.22,,,1586451.2404754264,eu_cofinancing_amount,,"","",POLSKA,PL,"",Chemii i instytut jadrowej techniki,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4198,"Rozbudowa instalacji do przerobu, odzysku i recyklingu odpadów pogórniczych (skały płonnej) w firmie Haldex S.A.",Haldex Spółka Akcyjna,37025207.71,6323321.34,,,1586058.7265659517,eu_cofinancing_amount,,"","",POLSKA,PL,"",Haldex sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4199,Zintegrowany System Stanowisk Kierowania,Komenda Wojewódzka Policji w Łodzi,7542077.89,6321633.17,,,1585635.2882150507,eu_cofinancing_amount,,"","",POLSKA,PL,"",Komenda lodzi policji w wojewodzka,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4200,„Odra dla turystów 2014 – rozwój turystyki wodnej na transgranicznym obszarze Doliny Środkowej Odry – II etap zaawansowania we Frankfurcie nad Odrą”,Miasto na prawach powiatu Frankfurt nad Odrą,7433758.16,6318694.43,,,1584898.1733395779,eu_cofinancing_amount,,"","",POLSKA,PL,"",Frankfurt miasto na nad odra powiatu prawach,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
