"_id","project_name","beneficiary_name","total_amount","eu_cofinancing_amount","total_amount_eligible","eu_cofinancing_amount_eligible","amount","amount_kind","approval_date","beneficiary_address","beneficiary_city","beneficiary_country","beneficiary_country_code","beneficiary_county","beneficiary_id","beneficiary_nuts_code","beneficiary_nuts_region","beneficiary_person","beneficiary_postal_code","beneficiary_url","cci_program_code","completion_date","currency","eu_cofinancing_rate","final_payment_date","first_payment_date","fund_acronym","funding_period","management_authority","member_state_amount","operational_programme","priority_label","priority_number","project_description","project_status","source","starting_date","theme_code","theme_name","third_party_amount","total_amount_applied"
1,Budowa drogi ekspresowej S8 na odcinku węzeł Walichnowy – Łódź (A1),Generalna Dyrekcja Dróg Krajowych i Autostrad,5099384720.43,3581234289.07,,,898269689.3997618,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
2,Budowa Terminalu Regazyfikacyjnego Skroplonego Gazu Ziemnego w Świnoujściu - Instalacja rozładunkowa i regazyfikacyjna.,Polskie LNG S.A.,3638743218.06,888854498.36,,,222948567.36970437,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lng polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
3,Budowa drogi ekspresowej S-8 na odcinku Wrocław (Psie Pole) - Syców.,Generalna Dyrekcja Dróg Krajowych i Autostrad,1115110121.49,809660944.58,,,203084698.3194342,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
4,"Budowa drogi S5 Poznań - Wrocław, odcinek Kaczkowo - Korzeńsko",Generalna Dyrekcja Dróg Krajowych i Autostrad,1114512000,804979413.47,,,201910444.65249884,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
5,"Budowa Trasy Mostu Północnego od węzła z ul. Pułkową do węzła z ul. Modlińską oraz od węzła z ul. Pułkową do węzła przesiadkowego ""Młociny""",Miasto Stołeczne Warszawa,1255264390.79,746148782.8,,,187154143.3123661,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miasto stoleczne warszawa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
6,"Budowa drogi ekspresowej S7, odcinek Radom(Jedlinsk) -Jędrzejów, na odcinku obwodnicy Kielc",Generalna Dyrekcja Dróg Krajowych i Autostrad,837326439.91,629254374.69,,,157833888.00653228,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
7,"""Budowa drogi S7 Radom (Jedlińsk) - Jędrzejów"" odcinek realizacyjny: Skarżysko-Kamienna - Występa",Generalna Dyrekcja Dróg Krajowych i Autostrad,719147926.92,504927128.99,,,126649277.51631255,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
8,Podziemny Magazyn Gazu Wierzchowice,Polskie Górnictwo Naftowe i Gazownictwo Spółka Akcyjna,1743031171.17,484557817.61,,,121540107.45658123,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gazownictwo gornictwo i naftowe polskie sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
9,"Zachodnia obwodnica Łodzi w ciągu dr.eksp. S-14 wraz z obwodnicą Pabianic, odc.obwodnica Pabianic",Generalna Dyrekcja Dróg Krajowych i Autostrad,578335389,443408843.54,,,111218840.21366747,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
10,"Budowa Drogowej Trasy Średnicowej, odcinek G2",Miasto Gliwice,945438287.62,443002306.58,,,111116869.83158349,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gliwice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
11,Dolnośląskie Centrum Materiałów i Biomateriałów Wrocławskie Centrum Badań (EIT+),Wrocławskie Centrum Badań EIT+ Sp. z o.o.,605154540.28,425442221.3,,,106712329.08471291,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum eit+ oo sp wroclawskie z,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
12,"Elektroniczna Platforma Gromadzenia, Analizy i Udostępniania Zasobów Cyfrowych o Zdarzeniach Medycznych",Centrum Systemów Informacyjnych Ochrony Zdrowia,712640000,407395005.74,,,102185602.9877667,eu_cofinancing_amount,,"","",POLSKA,PL,"",Centrum informacyjnych ochrony systemow zdrowia,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
13,Dolnośląski Fundusz Powierniczy,Bank Gospodarstwa Krajowego,405732727.65,405732727.65,,,101768659.02290031,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
14,"Budowa drogi Nr 16 Olsztyn - Augustów (z wyłączeniem obwodnicy Ełku), odcinek Barczewo - Borki Wielkie",Generalna Dyrekcja Dróg Krajowych i Autostrad,561791736.18,403943059.84,,,101319762.29678443,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
15,"Budowa drogi ekspresowej S7, odcinek Grójec-Białobrzegi",Generalna Dyrekcja Dróg Krajowych i Autostrad,549570327.94,388403227.95,,,97421955.32901417,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
16,Modernizacja i rozwój zintegrowanego systemu transportu zbiorowego w Olsztynie,Gmina Olsztyn,650136059.57,384788279.51,,,96515229.22558512,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina olsztyn,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
17,Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w Wielkopolsce.,BANK GOSPODARSTWA KRAJOWEGO,501300000,375975000,,,94304622.15298925,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
18,Budowa lotniska regionalnego.,Województwo Podlaskie,493013209.36,352435298.4,,,88400233.12451099,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
19,Połączenie dróg krajowych - Trasa Sucharskiego,Gmina Miasta Gdańska,439841637.77,350919412.2,,,88020008.17519805,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gdanska gmina miasta,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
20,Zintegrowany system miejskiego transportu publicznego w Lublinie,Gmina Lublin,472827483.73,335834504.79,,,84236308.47837545,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina lublin,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
21,Internet Dla Mazowsza,Samorząd Województwa Mazowieckiego,452792028.74,313748678.66,,,78696590.44359583,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mazowieckiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
22,Centrum Badań Przedklinicznych i Technologii (CePT),Warszawski Uniwersytet Medyczny,390236260.74,305265051.27,,,76568668.97142161,eu_cofinancing_amount,,"","",POLSKA,PL,"",Medyczny uniwersytet warszawski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
23,Centrum Zaawansowanych Materiałów i Technologii,Politechnika Warszawska,380845695.86,302189665.84,,,75797279.75418387,eu_cofinancing_amount,,"","",POLSKA,PL,"",Politechnika warszawska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
24,Budowa Wielkopolskiej Sieci Szerokopasmowej,Wielkopolska Sieć Szerokopasmowa Spółka Akcyjna,410439349.55,283637280.48,,,71143843.51131813,eu_cofinancing_amount,,"","",POLSKA,PL,"",Sa siec szerokopasmowa wielkopolska,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
25,Wspieranie funduszy kapitału podwyższonego ryzyka przez Krajowy Fundusz Kapitałowy,Krajowy Fundusz Kapitałowy S.A.,316576448.83,268558212.66,,,67361608.5404174,eu_cofinancing_amount,,"","",POLSKA,PL,"",Fundusz kapitalowy krajowy sa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
26,Sieć szerokopasmowa Polski Wschodniej - województwo lubelskie,Województwo Lubelskie,385084244.27,266968119.29,,,66962770.44095381,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
27,Przebudowa DK 12/74 do parametrów drogi ekspresowej na odcinku Kielce - Cedzyna,Generalna Dyrekcja Dróg Krajowych i Autostrad,354652500.51,266618634.43,,,66875110.25697751,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
7536,Budowa hali sportowej w Woli Uhruskiej,Gmina Wola Uhruska,5001393.28,3394036.84,,,851315.5443035458,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina uhruska wola,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
28,Budowa systemu integrującego transport publiczny miasta Rzeszowa i okolic,Gmina Miasto Rzeszów,333110068.93,250555783.35,,,62846116.03715137,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miasto rzeszow,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
29,Budowa linii Ełk Bis - Granica RP - część Projektu Połączenie elektroenergetyczne Polska - Litwa,Polskie Sieci Elektroenergetyczne S.A.,547612343.5,244169062.29,,,61244154.958995,eu_cofinancing_amount,,"","",POLSKA,PL,"",Elektroenergetyczne polskie sa sieci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
30,Rozbudowa drogi wojewódzkiej nr 747 Iłża - Konopnica na odcinku Konopnica - Kamień,Województwo Lubelskie,318947455.7,241775466.53,,,60643776.892012365,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
31,Centrum nauk Biologiczno Chemicznych UW - kampus ochota(CENT III),Uniwersytet Warszawski,292667189.09,239601329.14,,,60098444.87506274,eu_cofinancing_amount,,"","",POLSKA,PL,"",Uniwersytet warszawski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
32,"Centrum Nowych Technologii ,,Ochota'' Uniwersytetu Warszawskiego",Uniwersytet Warszawski,285328067.65,229695499.51,,,57613796.90546626,eu_cofinancing_amount,,"","",POLSKA,PL,"",Uniwersytet warszawski,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
33,Rozwój systemu komunikacji publicznej w Kieleckim Obszarze Metropolitarnym,Gmina Kielce,341568102.04,227753837.19,,,57126775.876311935,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina kielce,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
34,Sieć Szerokopasmowa Polski Wschodniej - województwo warmińsko-mazurskie,Województwo Warmińsko-Mazurskie,326605288.27,226342304.7,,,56772725.63859369,eu_cofinancing_amount,,"","",POLSKA,PL,"",Mazurskie warminsko wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
35,Sieć Szerokopasmowa Polski Wschodniej - województwo podkarpackie,Samorząd Województwa Podkarpackiego (Województwo Podkarpackie),322011630.55,222845377.18,,,55895602.349891014,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podkarpackiego samorzad wojewodztwa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
36,"Kontynuacja budowy Drogowej Trasy Średnicowej ZACHÓD odcinek Zabrze-Gliwice, Podprojekt 2 - odcinki Z3, Z4 w Zabrzu oraz G1 w Gliwicach",Województwo Śląskie,515422116.11,222700298,,,55859212.597242124,eu_cofinancing_amount,,"","",POLSKA,PL,"",Slaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
37,Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w województwie pomorskim,Bank Gospodarstwa Krajowego,287394441.97,215545832.52,,,54064680.610280216,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
38,Budowa i wyposażenie Wielkopolskiego Centrum Zaawansowanych Technologii w Poznaniu,Uniwersytet im. Adama Mickiewicza,251521305.84,213793109.96,,,53625050.74457154,eu_cofinancing_amount,,"","",POLSKA,PL,"",Adama im mickiewicza uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
39,Budowa drogi krajowej nr 1 „Trasa Górna” na odcinku od Al. Jana Pawła II do ul. Rzgowskiej etap II odc. Paradna-Pabianicka,Łódź – Miasto na prawach powiatu,259302170.41,212693296.96,,,53349188.12231222,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lodz miasto na powiatu prawach,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
40,Utworzenie i dokapitalizowanie Funduszu Gwarancyjnego dla rozwoju innowacyjności MSP,Bank Gospodarstwa Krajowego,250000000,212500000,,,53300704.056147926,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
41,Utworzenie Funduszu Powierniczego JESSICA w województwie śląskim.,Europejski Bank Inwestycyjny,249618000,212175300,,,53219260.58035013,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank europejski inwestycyjny,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
42,Wsparcie przedsiębiorczości poprzez rozwój instrumentów inżynierii finansowej w ramach inicjatywy JEREMIE w województwie zachodniopomorskim,BANK GOSPODARSTWA KRAJOWEGO,280000000,210000000,,,52673636.94960501,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
43,Budowa Centrum Nauki Kopernik w Warszawie,Miasto Stołeczne Warszawa,364779247.06,206784744.68,,,51867164.60948136,eu_cofinancing_amount,,"","",POLSKA,PL,"",Miasto stoleczne warszawa,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
44,Budowa linii Ostrołęka - Narew wraz z rozbudową stacji Ostrołęka i stacji Narew – część Projektu Połączenie elektroenergetyczne Polska - Litwa,Polskie Sieci Elektroenergetyczne - Operator S.A.,560233006.76,206131966.96,,,51703430.435042925,eu_cofinancing_amount,,"","",POLSKA,PL,"",Elektroenergetyczne operator polskie sa sieci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
45,Przebudowa drogi krajowej nr 94 na terenie Miasta Dąbrowa Górnicza,Miasto Dąbrowa Górnicza,244253653.04,205691887.26,,,51593046.63339201,eu_cofinancing_amount,,"","",POLSKA,PL,"",Dabrowa gornicza miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
46,Utworzenie Funduszu Powierniczego JESSICA w województwie pomorskim,Europejski Bank Inwestycyjny,236313514.53,204529900.05,,,51301589.05034619,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank europejski inwestycyjny,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
47,"Budowa drogi ekspresowej S-19, odcinek Stobierna - Rzeszów",Generalna Dyrekcja Dróg Krajowych i Autostrad,259552912.89,201224582.48,,,50472526.68041604,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
48,pl.ID,Ministerstwo Cyfryzacji,294026962,201007832.55,,,50418159.97983665,eu_cofinancing_amount,,"","",POLSKA,PL,"",Cyfryzacji ministerstwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
49,Informatyczny system osłony kraju przed nadzwyczajnymi zagrożeniami.,Krajowy Zarząd Gospodarki Wodnej,299976767.03,200778238.96,,,50360571.744571805,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gospodarki krajowy wodnej zarzad,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
50,Gazociąg Gustorzyn - Odolanów,Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA,527635621.11,199802406.06,,,50115806.659342855,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gaz gazociagow operator przesylowych sa system,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
51,Budowa linii Ełk Bis - Łomża wraz z budową stacji Łomża i stacji Ełk Bis (etap I i II) - część Projektu Połączenie elektroenergetyczne Polska - Litwa,Polskie Sieci Elektroenergetyczne S.A.,471430585.95,198086365.09,,,49685377.52103605,eu_cofinancing_amount,,"","",POLSKA,PL,"",Elektroenergetyczne polskie sa sieci,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
52,Budowa Budynków Wydziałów Chemii i Biologii Uniwersytetu Gdańskiego,Uniwersytet Gdański,239920379.28,196765187.91,,,49353990.8204388,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gdanski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
53,"Kontynuacja budowy Drogowej Trasy Średnicowej ZACHÓD odcinek Zabrze-Gliwice, Podprojekt 3 - odcinek G2 w Gliwicach",Województwo Śląskie,861172322,196713672.87,,,49341069.465608306,eu_cofinancing_amount,,"","",POLSKA,PL,"",Slaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
54,JESSICA,Europejski Bank Inwestycyjny,257567000,193175250,,,48453538.02928183,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank europejski inwestycyjny,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
55,Budowa obwodnicy Żyrardowa w ciągu drogi krajowej nr 50,Generalna Dyrekcja Dróg Krajowych i Autostrad,267816167.15,188018312.1,,,47160039.57825203,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
56,Budowa wschodniej drogi obwodowej miasta Przemyśla łączącej drogę krajową nr 77 z drogą krajową nr 28,Gmina Miejska Przemyśl,250044669.01,187204416,,,46955892.58927061,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gmina miejska przemysl,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
57,Gazociąg Szczecin - Gdańsk,Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA,701213166.71,186214193.22,,,46707518.13587561,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gaz gazociagow operator przesylowych sa system,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
58,Międzynarodowe Centrum Kongresowe w Katowicach,Miasto Katowice,378642872.11,182135641.37,,,45684507.85288971,eu_cofinancing_amount,,"","",POLSKA,PL,"",Katowice miasto,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
59,Wsparcie badan naukowych i prac rozwojowych w skali Demonstracyjnej+ w obszarach INFO i BIO,Narodowe Centrum Badań i Rozwoju,211694546,179940364.1,,,45133873.386586376,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum i narodowe rozwoju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
60,Wsparcie badan naukowych i prac rozwojowych w skali demonstracyjnej Demonstrator+ w obszarze TECH,Narodowe Centrum Badań i Rozwoju,211694546,179940364.1,,,45133873.386586376,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum i narodowe rozwoju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
61,Budowa mostu na Wiśle w m. Kamień wraz z budową dróg dojazdowych,Województwo Lubelskie,214932790.27,179344269.28,,,44984356.80498532,eu_cofinancing_amount,,"","",POLSKA,PL,"",Lubelskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
62,Budowa nowej siedziby Muzeum Śląskiego w Katowicach,Muzeum Śląskie w Katowicach,261315832.92,178221833.13,,,44702819.68944146,eu_cofinancing_amount,,"","",POLSKA,PL,"",Katowicach muzeum slaskie w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
63,Budowa obwodnicy Jarosławia w ciągu drogi krajowej nr 4 Jędrzychowice-Korczowa,Generalna Dyrekcja Dróg Krajowych i Autostrad Oddział w Rzeszowie,468432704.51,177925892,,,44628589.710203,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych oddzial rzeszowie w,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
64,Wsparcie realizacji innowacyjnych przedsięwzięć w ramach Programu INNOTECH dla ścieżek programowych In-Tech oraz Hi-Tech,Narodowe Centrum Badań i Rozwoju,207000000,175950000,,,44132982.95849048,eu_cofinancing_amount,,"","",POLSKA,PL,"",Badan centrum i narodowe rozwoju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
65,Promujmy Polskę Razem,Polska Organizacja Turystyczna,205780000,174672967.34,,,43812668.888463676,eu_cofinancing_amount,,"","",POLSKA,PL,"",Organizacja polska turystyczna,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
66,Gazociąg Rembelszczyzna - Gustorzyn,Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA,584789777.39,174123903.35,,,43674948.9014572,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gaz gazociagow operator przesylowych sa system,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
67,Sieć Szerokopasmowa Polski Wschodniej - województwo podlaskie,Województwo Podlaskie,250751373.67,174100564.24,,,43669094.8261864,eu_cofinancing_amount,,"","",POLSKA,PL,"",Podlaskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
68,Konsolidacja i centralizacja systemów celnych i podatkowych,Ministerstwo Finansów,201633298.23,170906165.39,,,42867853.84858099,eu_cofinancing_amount,,"","",POLSKA,PL,"",Finansow ministerstwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
69,Utworzenie i dokapitalizowanie Funduszu Pożyczkowego Wspierania Innowacji,Polska Agencja Rozwoju Przedsiębiorczości,200000000,170000000,,,42640563.24491834,eu_cofinancing_amount,,"","",POLSKA,PL,"",Agencja polska przedsiebiorczosci rozwoju,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
70,Infrastruktura e-Usług Resortu Finansów,Ministerstwo Finansów,209580000,169708662.46,,,42567487.96962429,eu_cofinancing_amount,,"","",POLSKA,PL,"",Finansow ministerstwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
71,Reporęczenia i pożyczki szansą na zwiększenie finansowania zewnętrznego MSP. Instrumenty wsparcia funduszy poręczeniowych i pożyczkowych w Polsce Wschodniej.,Bank Gospodarstwa Krajowego,199162152,169287829,,,42461931.64158483,eu_cofinancing_amount,,"","",POLSKA,PL,"",Bank gospodarstwa krajowego,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
72,Narodowe Centrum Promieniowania Elektromagnetycznego dla celów badawczych (etap I),Uniwersytet Jagielloński,199075000,169213215.82,,,42443216.653227806,eu_cofinancing_amount,,"","",POLSKA,PL,"",Jagiellonski uniwersytet,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
73,Gazociąg Szczecin - Lwówek,Operator Gazociągów Przesyłowych GAZ-SYSTEM SPÓŁKA AKCYJNA,554269497.22,163486365.67,,,41006768.91196165,eu_cofinancing_amount,,"","",POLSKA,PL,"",Gaz gazociagow operator przesylowych sa system,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
74,Zakup taboru kolejowego dla regionalnych pasażerskich przewozów kolejowych,Województwo Wielkopolskie,469718975.58,162301272.04,,,40709515.61854304,eu_cofinancing_amount,,"","",POLSKA,PL,"",Wielkopolskie wojewodztwo,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
75,"Budowa drogi ekspresowej S19 Międzyrzec Podlaski - Lubartów, na odcinku obwodnicy m. Kock i Woli Skromowskiej o długości 7,87 km",Generalna Dyrekcja Dróg Krajowych i Autostrad,211492594.38,161887194.14,,,40605653.76628849,eu_cofinancing_amount,,"","",POLSKA,PL,"",Autostrad drog dyrekcja generalna i krajowych,PL,POLSKA,"","","","",,PLN,"",,,ERDF,"2007-2013","",,"","","","","","",,"","",,
